doc_id,product_id,doc_type,text_content,source_folder
c93f080c-6671-40ed-b6d7-605f1cf4efc9,B0DGTSTQWL,specification,40 mm Drivers with boAt Signature Sound: Level up your listening experience with the 40 mm high-performance drivers of the boAt Rockerz 430 Bluetooth Headphones. Bass-heavy boAt Signature Sound from the drivers brings your playlist tunes alive with exceptional clarity and depth.,final_data1_amazon
79bfff3e-6ab9-4897-a58a-ecf6f48c71ca,B0DGTSTQWL,specification,40 ms Low Latency BEAST Mode: Leave lag behind and enter the virtual dimension with BEAST mode. Synchronized visuals and sound thanks to the 40 ms low latency of these headphones lend seamless gaming for uninterrupted fun.,final_data1_amazon
80572ed8-ad27-4e49-baf3-85df9d0e5a77,B0DGTSTQWL,specification,"40 hours of Playtime: Watch the latest series, movies, and more with your Rockerz in tow. Stay entertained without charging woes for up to 40 hours.",final_data1_amazon
83ddfd0a-aa32-481e-b6e8-c2583b057163,B0DGTSTQWL,specification,"Instant Voice Assistant Activation: Activate Google Voice Assistant or Siri with these headphones and finish tasks using voice commands. Call a contact, set an alarm, open an app, and do more tasks easily.",final_data1_amazon
c86b6bcd-3292-4f5d-9180-b1c79636ec99,B0DGTSTQWL,specification,Bluetooth v5.4 Compatibility: Amp wireless comfort with Bluetooth v5.4 connectivity. Unwind to your preferred audio content without tangled wires.,final_data1_amazon
cfecd752-6810-4cbc-9c5d-9aca37d6c89c,B0DGTSTQWL,specification,Adaptive Fit: Breeze through your watchlist with Rockerz 430’s adaptive fit. Get heightened comfort with the snug headband even if you stream or play games for a long time.,final_data1_amazon
e783ecfe-4565-4ec6-ad42-f96f92826374,B0DGTSTQWL,specification,"ENx Technology: Attend calls and meetings at home or outdoors without background noise playing spoilsport. Integrated with ENx technology, these headphones make conversations hassle-free no matter where you are.",final_data1_amazon
f84db3ed-bf03-4eee-9c01-62be85d14f6e,B0DGTSTQWL,specification,"Quick Access Controls: Answer or reject calls, manage the audio playback, activate the dedicated gaming mode, etc., right from your headphones using the easily accessible control buttons.",final_data1_amazon
5ff038da-baa6-4202-9508-74fe78e0d12f,B0DGTSTQWL,specification,"Type-C Interface: Juice up your Rockerz without fumbling with the charging orientation. Designed with a Type-C interface, these headphones are effortless to charge in case of low battery.",final_data1_amazon
4e30833e-46c7-49cb-9e98-46a6441f0c95,B0DGTSTQWL,description_full,From the manufacturer,final_data1_amazon
af730047-c446-42b8-8c93-95c246582071,B00Y4ORQ46,specification,ADJUSTABLE HEADBAND This sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort.,final_data1_amazon
b45f188f-a795-42d4-a23c-b5bb7450cb97,B00Y4ORQ46,specification,ROTATING MICROPHONE The boom mic can rotate 180° to be worn on the left or right and tucked out of the way when you’re not using it. The flexible mic can be positioned for better voice capture and background noise reduction,final_data1_amazon
86501734-c23f-4809-af59-9dad84147a2f,B00Y4ORQ46,specification,"MULTI DEVICE HEADSET WITH NOISE CANCELLING MIC:The simple way to start talking when using computers, smartphones and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.",final_data1_amazon
3b4e9214-e28a-4d1c-907d-85caa5d07e90,B00Y4ORQ46,specification,"STEREO SOUND: Enjoy clear audio for calls, music, and games. A reliable headset for daily audio including video calls with family or colleagues. Frequency response (Headset): 20 Hz - 20 KHz",final_data1_amazon
2409e186-1853-4ebf-8b5d-bc75a445c2f0,B00Y4ORQ46,specification,"3.5MM AUDIO JACK CONNECTION:Simply plug the 3.5mm jack into your computer, smartphone or tablet and you’re ready to talk.",final_data1_amazon
0ae69441-a805-4f98-85f2-87fe1b9af5b6,B00Y4ORQ46,specification,SYSTEM COMPATIBILTY:Computers/ smartphones/tablets Windows/Mac/Chrome OS + more,final_data1_amazon
1841d1b0-d99b-40ed-aeab-32af4f831165,B00Y4ORQ46,description_full,"From the manufacturer
Key Features
Multi-Device Headset
Perfect business headset for voice calls, Skype, webinars and more. The 7.71 ft (235cm) cable is just the right length to give you the freedom to stand up and stretch during long conversations.
Stereo Sound
Enjoy clear audio for calls, music, and games. A reliable headset for daily audio including video calls with family or colleagues.
System Requirements
Works with common calling applications across almost all platforms and operating systems
Works with computers, smartphones and tablets with a 3.5mm jack input
Rotating Microphone
Boom can rotate 180° to wear on the left or right. Flexible mic can be positioned for better voice capture and background noise reduction. Boom can be tucked out of the way when you’re not using it.
Foam ear cups
Soft for all-day comfort
3.5 mm Audio Jack Connection
Simply plug the 3.5mm jack into your computer, smartphone or tablet and you’re ready to talk.",final_data1_amazon
6c68af0f-0d97-4490-859d-3e34cf6d7535,B0BS1PRC4L,specification,"With up to 50-hour battery life and quick charging, you’ll have enough power for multi-day road trips and long festival weekends.",final_data1_amazon
54eb9096-aeb4-4562-8878-5a94766ec726,B0BS1PRC4L,specification,Great sound quality customizable to your music preference with EQ Custom on the Sony | Headphones Connect App.,final_data1_amazon
155205ee-cdd4-4ad3-8bc6-df837c8e48f8,B0BS1PRC4L,specification,Boost the quality of compressed music files and enjoy streaming music with high quality sound through DSEE.,final_data1_amazon
110439df-33b7-4129-8828-795224fa54ae,B0BS1PRC4L,specification,Designed to be lightweight and comfortable for all-day use.,final_data1_amazon
3ca6de04-89e8-4dbd-b1c7-dc03c343782d,B0BS1PRC4L,specification,Crystal clear hands-free calling with built-in mic.,final_data1_amazon
c5d4b7e4-c08b-4e12-a1d1-505953de0fb8,B0BS1PRC4L,specification,Multipoint connection allows you to quickly switch between two devices at once.,final_data1_amazon
bf872cad-a912-44da-ad5d-51e94b5e1905,B0BS1PRC4L,specification,Find your headphones easily with Fast Pair,final_data1_amazon
774bb863-aa41-488a-8b65-127fb72ab2d6,B0BS1PRC4L,description_full,"From the manufacturer
WH-CH520
All-day listening with quality sound
Wireless Headphones
Listen longer
Keep your music playing all day with a battery life that delivers up to 50 hours of power. USB Type-C quick charging gives up to 90 mins of play back from 3 minutes of charge. Now you’ll have enough power for multi-day road trips and long festival weekends.
Customized for all your music preferences
The EQ Custom feature on the Sony | Headphones Connect App tailors sound to your personal preference. Choose from a variety of pre-sets to match sound quality with the genre of music you're listening to. Or create and save your own pre-sets
Designed to be lightweight
Designed with comfort in mind, the WH-CH520 headphones are lightweight and feature soft earpads, additional head cushion and silent joints so you can enjoy your favorite music and podcasts all day long.
Easy Hands Free-Calling
Conversation flows freely with easy hands-free calling, thanks to the built-in microphone. No need to even take your phone from your pocket.
Multipoint connection
For total convenience, these Bluetooth headphones can be paired with two Bluetooth devices at the same time. Simply switch from a video or song on your laptop to a call on your cellphone, so that you’ll never miss a call.
Swivel design
Swivel design for compact and easy carrying
Voice assisitant
Just say “OK Google” or “Hey Siri” to activate your preferred voice assistant.
Fast Pair
Easily find your missing headphones by sound or check their last known location in Google’s Find My Device app on your smartphone.
Digital Sound Enhancement
Boost the quality of compressed music files and enjoy streaming music with high quality sound through DSEE.",final_data1_amazon
cfced11e-41a4-47bc-ab1a-fc4797ee1757,B086671ZSR,specification,Playback- It provides a massive battery backup of upto 15 hours for a superior playback time.,final_data1_amazon
2cc26cd7-c08f-4ee8-85e0-2110c75870ff,B086671ZSR,specification,Drivers- Its 40mm dynamic drivers help pump out immersive HD audio all day long. Charging Time 3 hours,final_data1_amazon
51b0daa3-8601-4aca-8cca-1f7784a2366d,B086671ZSR,specification,Earcushions- It has been ergonomically designed and structured as an on-ear headphone to provide the best user experience with its comfortable padded earcushions and lightweight design,final_data1_amazon
f7809764-8522-40c9-b304-15005bf48c81,B086671ZSR,specification,"Controls- You can control your music without hiccups using the easy access controls, communicate seamlessly using the built-in mic, access voice assistant and always stay in the zone",final_data1_amazon
c0d64264-6fae-468e-891f-4c881f746970,B086671ZSR,specification,"Dual Modes- One can connect to boAt Rockerz 450 via not one but two modes, Bluetooth as well as AUX",final_data1_amazon
9415defc-12b1-4c14-ada3-69b59e3c0bfa,B086671ZSR,specification,1 year warranty from the date of purchase,final_data1_amazon
d9399935-d71e-42e1-8b0c-59a73e577bf9,B086671ZSR,specification,"headphones, boat headphones, bluetooth earphones, neckband earphones, earbuds bluetooth wireless, boat neckband, neckband, earphones wireless, bluetooth earphones wireless, wireless earphones bluetooth, neck band, wireless earphones, earphones, earphone, ear phone, ear phones, boat bluetooth earphones, boat rockerz 255 pro plus, boat Rockerz 450, rockerz 450, boat bluetooth headphones, boat rockerz 255, boat wireless earphones, boat bluetooth earphones wireless, boat earphones, boat wireless",final_data1_amazon
1936b70a-4d75-4c64-a8a1-3eec2528b2e6,B086671ZSR,description_full,"From the manufacturer
Previous page
Next page
Previous page
Next page
PICK YOUR VIBE
Rockerz 450
Add to Cart
Rockerz 450 Pro
Add to Cart
Rockerz 550
Add to Cart
Rockerz 425
Add to Cart
Rockerz 551 ANC
Add to Cart
Rockerz 460
Add to Cart
Customer Reviews
4.0 out of 5 stars
117,127
4.0 out of 5 stars
19,543
4.0 out of 5 stars
67,219
3.6 out of 5 stars
3,871
4.0 out of 5 stars
67,219
4.0 out of 5 stars
233
Price
₹1,399.00
₹
1,399
.
00
₹1,699.00
₹
1,699
.
00
₹1,599.00
₹
1,599
.
00
₹1,099.00
₹
1,099
.
00
₹3,999.00
₹
3,999
.
00
₹1,199.00
₹
1,199
.
00
Noise Cancellation
Physical Noise Isolation
Physical Noise Isolation
Physical Noise Isolation
ENx for Clear Calls
ANC & ENx for Clear Calls
ENx for Clear Calls
Playback
15 Hours
70 Hours
20 Hours
25 Hours
100 Hours
30 Hours
ASAP Charge
NA
10 Mins= 10 Hours
NA
10 Mins= 10 Hours
10 Mins= 10 Hours
NA
Drivers
40mm
40mm
50mm Drivers
40mm
40mm
40mm
Beast Mode(Low Latency)
✘
✘
✘
✔
✘
✔",final_data1_amazon
b32769ad-7c6f-4ccf-b10a-fc44d748bdc0,B0DHDDF5J2,specification,"40mm Drivers: Plug in the boAt BassHeads 900 Pro Wired Headphones and enter the audio realm with 40 mm drivers that lend crisp audio. Be it gaming or indulging in OTT content, these headphones are your perfect audio companion.",final_data1_amazon
55362498-76f5-4a30-8f45-d9a14f9590c0,B0DHDDF5J2,specification,"Lightweight Build: Stay comfortable wearing these headphones for long hours, courtesy of the lightweight design.",final_data1_amazon
a1dac94a-8863-449f-a2d3-dd2f19924d6c,B0DHDDF5J2,specification,"Remote Control: Use the inline controls to scroll and adjust the volume to your desired level. Additionally, you can mute or unmute the sound with the handy mute control switch.",final_data1_amazon
d3c5a749-8cdc-4e19-b531-4790dba0df82,B0DHDDF5J2,specification,"Unidirectional Mic: Featuring a unidirectional microphone, BassHeads 900 Pro is ideal for having in-game conversations with your squad and online calls.",final_data1_amazon
42936ee6-438e-4b71-9d9b-5901435a930b,B0DHDDF5J2,specification,"Foldable Design: Thanks to the foldable design, these headphones occupy minimum space in your audio setup. When not in use, you can fold these headphones easily and stow them away for subsequent usage.",final_data1_amazon
6c323d75-52fb-4263-a98d-6f31c4a9f4aa,B0DHDDF5J2,description_full,From the manufacturer,final_data1_amazon
7ad86a65-7c46-4f76-bc40-ffcba5f3a8e8,B08667772G,specification,Playback- It provides a massive battery backup of upto 15 hours for a superior playback time.,final_data1_amazon
53910795-59fe-46df-af30-917a2822d55d,B08667772G,specification,Drivers- Its 40mm dynamic drivers help pump out immersive HD audio all day long. Charging Time 3 hours,final_data1_amazon
fd36bb8d-3139-4a24-8a96-23e95ba60530,B08667772G,specification,Earcushions- It has been ergonomically designed and structured as an on-ear headphone to provide the best user experience with its comfortable padded earcushions and lightweight design,final_data1_amazon
e4c3991d-8701-487c-8450-72cc5324b1df,B08667772G,specification,"Controls- You can control your music without hiccups using the easy access controls, communicate seamlessly using the built-in mic, access voice assistant and always stay in the zone",final_data1_amazon
35cf0780-9d89-42a7-9125-081f29849da5,B08667772G,specification,"Dual Modes- One can connect to boAt Rockerz 450 via not one but two modes, Bluetooth as well as AUX",final_data1_amazon
d8b6438b-75fa-4266-b394-8e1742513461,B08667772G,specification,1 year warranty from the date of purchase,final_data1_amazon
ca812ccd-58ac-4d6a-829e-5edf61456bd5,B08667772G,specification,"headphones, boat headphones, bluetooth earphones, neckband earphones, earbuds bluetooth wireless, boat neckband, neckband, earphones wireless, bluetooth earphones wireless, wireless earphones bluetooth, neck band, wireless earphones, earphones, earphone, ear phone, ear phones, boat bluetooth earphones, boat rockerz 255 pro plus, boat Rockerz 450, rockerz 450, boat bluetooth headphones, boat rockerz 255, boat wireless earphones, boat bluetooth earphones wireless, boat earphones, boat wireless",final_data1_amazon
933d5abd-7e53-4d1a-894e-aadb923f622b,B08667772G,description_full,"From the manufacturer
Previous page
Next page
Previous page
Next page
PICK YOUR VIBE
Rockerz 450
Add to Cart
Rockerz 450 Pro
Add to Cart
Rockerz 550
Add to Cart
Rockerz 425
Add to Cart
Rockerz 551 ANC
Add to Cart
Rockerz 460
Add to Cart
Customer Reviews
4.0 out of 5 stars
117,127
4.0 out of 5 stars
19,543
4.0 out of 5 stars
67,219
3.6 out of 5 stars
3,871
4.0 out of 5 stars
67,219
4.0 out of 5 stars
233
Price
₹1,399.00
₹
1,399
.
00
₹1,699.00
₹
1,699
.
00
₹1,599.00
₹
1,599
.
00
₹1,099.00
₹
1,099
.
00
₹3,999.00
₹
3,999
.
00
₹1,199.00
₹
1,199
.
00
Noise Cancellation
Physical Noise Isolation
Physical Noise Isolation
Physical Noise Isolation
ENx for Clear Calls
ANC & ENx for Clear Calls
ENx for Clear Calls
Playback
15 Hours
70 Hours
20 Hours
25 Hours
100 Hours
30 Hours
ASAP Charge
NA
10 Mins= 10 Hours
NA
10 Mins= 10 Hours
10 Mins= 10 Hours
NA
Drivers
40mm
40mm
50mm Drivers
40mm
40mm
40mm
Beast Mode(Low Latency)
✘
✘
✘
✔
✘
✔",final_data1_amazon
d26633e8-ab72-4985-aa76-7cdfef43bee0,B071Z8M4KX,specification,"The perfect way to add some style and stand out from the crowd with the boAt BassHeads 100 ""Hawk"" inspired earphones. Impedance 16Ω, Sensitivity (dB) 92db ±3db, Frequency Response 20Hz-20KHz",final_data1_amazon
9a5e95b2-84a7-418c-80c7-037a09b3a631,B071Z8M4KX,specification,The stylish BassHeads 100 superior coated wired earphones are a definite fashion statement - wear your attitude with its wide variety of collection,final_data1_amazon
bbd62ce5-a179-4c3d-a033-d2b4521eb959,B071Z8M4KX,specification,"The powerful 10mm dynamic driver with the speaker resistance of 16 ohm enables the earphone to deliver a punchy, rhythmic response to the most demanding tracks",final_data1_amazon
fc83e928-b0a1-47e5-b606-7b0af1623576,B071Z8M4KX,specification,"Features a HD microphone to make crystal clear calls - making life easier on the go, play/pause music or answer/end calls with one-click, track forward with two-clicks or back with 3 clicks make these earphones extremely user-friendly",final_data1_amazon
28a63f8d-bdb3-43a8-b00b-49b5757c9ff6,B071Z8M4KX,specification,"With 1.2 meters perfect length cable now plug it in anywhere with ease - while the earphones are extremely user-friendly and stylish, extruding premium coating on the wire cable is a manufacturing process that we've been performing and refining since our company's inception",final_data1_amazon
ae43252f-0754-4cf9-8792-f317b8c7309e,B071Z8M4KX,specification,"Its impeccable fit won't let you take these wonderfully amazing earphones off, fits you perfectly without hurting your ears and the perfect arc, with different size ear tips helps you in achieving superior comfort even with long listening hours.",final_data1_amazon
0e5d55b7-7cd6-4849-8df9-1fbd43d1ed4c,B071Z8M4KX,specification,1 year warranty from the date of purchase,final_data1_amazon
313e8672-ce75-4b57-a23d-34d9b0732174,B071Z8M4KX,description_full,"From the manufacturer
Previous page
SMOOTH MULTIFUNCTIONAL CONTROLS
Control playback, command calls or summon your instant voice assistant with ease via the integrated controls
SUPER EXTRAAA BASS
Equipped with 10mm drivers, this wired wonder is here to deliver a bass-istic audio time, everytime
Hawk Inspired Design
Its hawk-inspired design adds to that on-the-edge everyday style
Next page
Previous page
LIGHTWEIGHT BUILD
The earphones are super light in weight and offer a comfort fit for a pleasant listening experience
PERFECT LENGTH CABLE
The cable has extended length and offers a hassle-free playtime immersion
Next page
Previous page
It comes equipped with a mic & one can activate the default voice assistant by just a single press.
Next page
1
CARRY POUCH FREE
2
MIC & INSTANT VA
Pick Your Vibe
boAt Bassheads 100
Add to Cart
boAt Bassheads 100 C
Add to Cart
boAt Bassheads 122ANC
Add to Cart
boAt Bassheads 225
Buying Options
boAt Bassheads 900 Pro
Add to Cart
Customer Reviews
4.1 out of 5 stars
418,814
4.1 out of 5 stars
418,814
3.2 out of 5 stars
643
4.1 out of 5 stars
245,194
4.2 out of 5 stars
98,489
Price
₹340.00
₹
340
.
00
₹549.00
₹
549
.
00
₹999.00
₹
999
.
00
—
₹899.00
₹
899
.
00
Jack
3.5 mm
Type C Jack
Type C Jack
3.5 mm
USB Type-A
Active Noise Cancellation
✘
✘
✔
✘
✘
Driver Size
10 mm
10 mm
13 mm
10 mm
40 mm
In-Line Remote
✔
✔
✔
✔
✔
Instant Voice Assistant
✔
✔
✔
✔
✘",final_data1_amazon
5098ec80-e2d1-45cb-a467-7bb4340e527e,B0F2FF44NN,specification,"✅ 80H Playtime: Boult Flex wireless over-ear headphones offer an impressive 80 hours of playtime, ensuring you can enjoy non-stop music, calls, or gaming without worrying about frequent charging interruptions.",final_data1_amazon
9c88cebf-a768-43f3-95eb-e21ade4d83c3,B0F2FF44NN,specification,"✅ 40mm Bass Drivers: Feel the power of deep, rich bass with 40mm drivers, designed to deliver an immersive audio experience in these Bluetooth headphones, perfect for music lovers seeking enhanced sound quality.",final_data1_amazon
fa4e73cb-3b44-4051-bd88-b83d1a5ee703,B0F2FF44NN,specification,"✅ ENC Calling Mic: Experience crystal-clear calls with ENC mic technology, reducing background noise for seamless communication, making these Boult Flex headphones perfect for work or on-the-go calls.",final_data1_amazon
e5592c94-0184-46f4-973f-ee14844b2c6b,B0F2FF44NN,specification,"✅ Type-C Fast Charging: Recharge quickly with Type-C fast charging, so your Boult Flex wireless headphones are ready for long sessions, giving you hours of playback after just a short charge.",final_data1_amazon
4ca8bdae-3808-4d1f-8d9b-bec60a1e0663,B0F2FF44NN,specification,"✅ Dual Device DSP: Experience unparalleled audio processing with Dual Stream DSP technology. Enjoy simultaneous dual instruction audio processing for swift and synchronous audio transfer. Elevate your listening experience with adaptive audio equalization, ensuring that every note, beat, and nuance is finely tuned to perfection. Immerse yourself in a world of audio excellence, where advanced technology meets seamless performance.",final_data1_amazon
36c1407f-db69-45b4-a47b-2777c73d01ce,B0DGTTKCJX,specification,Blazing RGB LEDs with 6 Modes: Amp your audio corner with the striking design of the boAt Rockerz 480 Bluetooth Headphones. The blazing RGB LEDs on these headphones are integrated with 6 modes that can be modified as per your preference.,final_data1_amazon
ed5e41ac-24f3-4035-a52f-82614b054bb1,B0DGTTKCJX,specification,BEAST Mode: Play solo or multiplayer games by activating BEAST mode. Its 40 ms low latency eliminates pesky lag for a realistic feel.,final_data1_amazon
56285fb7-da8e-4558-a3ca-ebdd1fb54758,B0DGTTKCJX,specification,60 hours of Playback: Charge less and enjoy more with the massive playtime of these headphones. Tune into your playlist or podcasts uninterrupted without charging these headphones for up to 60 hours.,final_data1_amazon
d5ad44c6-a789-495f-9d18-d9a08a2e2385,B0DGTTKCJX,specification,"40 mm Drivers: No matter what you're listening to, the bass-heavy boAt Signature Sound from the 40 mm drivers lends an impressive soundstage that brings your music to life.",final_data1_amazon
9a903003-fe66-4db6-8817-47660bc8700f,B0DGTTKCJX,specification,"ENx Technology: Answer calls from a busy workspace, public transport, or café, with ENx technology that removes noise ensuring that you can speak and hear without looking for a quiet spot.",final_data1_amazon
14505819-9827-4f17-856e-24c080d6df0b,B0DGTTKCJX,specification,Dual Pairing: Take calls on your phone and resume the movie on your laptop without disconnecting and reconnecting these headphones each time. Dual pairing in these headphones makes your everyday hustle easier.,final_data1_amazon
caf5cd40-237b-450f-adac-87778d9064ac,B0DGTTKCJX,specification,Bluetooth v5.3 Compatibility: Catch up on the latest series while commuting or call your buddies with wireless comfort courtesy of Bluetooth v5.3.,final_data1_amazon
55fc3188-49a4-41b5-a204-ad84ecd5e5a3,B0DGTTKCJX,specification,Adaptive Fit: Game and stream over the weekend without discomfort using the adaptive fit of these headphones. Wear your Rockerz and enjoy a snug fit round-the-clock.,final_data1_amazon
88b36106-c7d2-431d-96e0-196d563889a1,B0DGTTKCJX,specification,"Quick Access Controls: Featuring easily accessible control buttons, these headphones are your ideal audio companion for managing calls, audio, and functions without reaching your phone.",final_data1_amazon
a9021d5e-acaf-40c1-9f9d-52a11742ab81,B0DGTTKCJX,specification,"Voice Assistant: Activate Google Voice Assistant or Siri easily using these headphones and make your daily routine more comfortable. Get traffic updates, add reminders, set a meeting, and do more using voice commands.",final_data1_amazon
7d1bfec1-11dc-4e65-b6c3-686a99d95b82,B0DGTTKCJX,description_full,From the manufacturer,final_data1_amazon
e2a85cc1-ea27-4768-b2b9-6e6faa4b06a9,B0856HY85J,specification,Playback- The mighty 500mAh battery capacity offers a superior playback time of up to 20 Hours,final_data1_amazon
c13e1389-d73d-4d6a-a13f-537a420f3d5a,B0856HY85J,specification,Drivers- Its 50mm dynamic drivers help pump out immersive audio all day long,final_data1_amazon
56e8d058-b6b1-4f91-825f-5e355bf5938f,B0856HY85J,specification,Ear Cushions- It has been ergonomically designed and structured as an over-ear headphone to provide the best user experience with its plush padded ear cushions.,final_data1_amazon
