text_chunk_id,product_id,original_doc_id,source_file,text_type,aspect,sentiment,text_content,highlight,image_filename
chunk_0a0f8e56-df0b-430d-940c-c45b6f5cffd0,B09QL3NQHX,e7e20ab0-33f0-46d5-b39f-8478b5a49341,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...It’s clear that the product is faulty , and no amount of troubleshooting has made a difference....""",product is faulty,
chunk_e0fb8df6-d1b6-4bf1-b7b9-ed08b1d02e6f,B09QL3NQHX,e7e20ab0-33f0-46d5-b39f-8478b5a49341,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...If you’re looking for durable , convenient, and high-quality headphones, the Boat Rockerz 245 is a fantastic deal! 🔥...""",durable,
chunk_c0034029-52e9-43a2-b7ac-db3952cda019,B09QL3NQHX,c7098b0d-dad1-499c-99ab-cd48f1fd4fec,customer_reviews.csv,aspect_summary,Value for money,Mixed,"Customers have mixed opinions about the headphones' value for money, with some finding them an amazing deal while others consider them a waste of money.",,
chunk_bac53e33-b766-4f03-ad2d-94469ee14496,B09QL3NQHX,c7098b0d-dad1-499c-99ab-cd48f1fd4fec,customer_reviews.csv,review_snippet,Value for money,Mixed,"""The boAt Rockerz 425 headphones are an affordable over-the-ear wireless option that offers a blend of comfort, functionality, and sound quality....""",affordable over-the-ear wireless option,
chunk_a6ee54f8-4cc0-4120-aa1e-389cf00de83e,B09QL3NQHX,c7098b0d-dad1-499c-99ab-cd48f1fd4fec,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...❌ What’s Missing: No noise cancellation, but honestly, at this price point , the overall performance makes up for it....""",price point,
chunk_af1b1525-0f50-43e8-9352-922eda91de5d,B09QL3NQHX,c7098b0d-dad1-499c-99ab-cd48f1fd4fec,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...This purchase has been a total waste of time and money. The headphones are useless , the seller is unresponsive, and Amazon’s customer service is...""",headphones are useless,
chunk_97fcd654-e7e1-4a20-8dfc-6af863c44bba,B09QL3NQHX,983b9ce1-b8c6-43ae-a118-a7dab299571d,customer_reviews.csv,aspect_summary,Functionality,Mixed,"Customers have mixed experiences with the headphones' functionality, with some reporting good performance while others mention that the product stops working.",,
chunk_a149b0c0-c80a-4c05-baae-d46d3c7ac9da,B09QL3NQHX,983b9ce1-b8c6-43ae-a118-a7dab299571d,customer_reviews.csv,review_snippet,Functionality,Mixed,"""...For like half an hour the headphones simply refused to show up on any device even though it was charged and turned on....""",refused to show up on any device,
chunk_b1d33880-5d7a-4f8c-9279-53025ec1c39a,B09QL3NQHX,983b9ce1-b8c6-43ae-a118-a7dab299571d,customer_reviews.csv,review_snippet,Functionality,Mixed,"""...over-the-ear wireless option that offers a blend of comfort, functionality , and sound quality. Design and Comfort...""",functionality,
chunk_6fed819a-501e-496f-bc48-9fb19c7aa4d9,B09QL3NQHX,983b9ce1-b8c6-43ae-a118-a7dab299571d,customer_reviews.csv,review_snippet,Functionality,Mixed,""" Product is not working please refund""",Product is not working,
chunk_ac089e71-d785-44aa-b85e-a1d5335478e1,B09QL3NQHX,89dd3438-4b4f-4148-91a6-78784e9a9d7f,customer_reviews.csv,aspect_summary,Comfort,Mixed,"Customers have mixed opinions about the headphones' comfort, with some finding them soft and well-fitting, while others report they are very uncomfortable on the ears and painful to wear for extended periods.",,
chunk_cbcdd479-73fa-4d35-aa08-03052786682e,B09QL3NQHX,89dd3438-4b4f-4148-91a6-78784e9a9d7f,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...feature rotating ear cups and an adjustable headrest with ultra-soft cushions , ensuring a comfortable fit for extended listening sessions....""",ultra-soft cushions,
chunk_33e15a82-e4df-428c-a0f1-a5dbb23be479,B09QL3NQHX,89dd3438-4b4f-4148-91a6-78784e9a9d7f,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...Cons - less comfortable pain in ear after 30 min of use Sometimes auto disconnect (not frequently but faces issue 2-3 times)...""",less comfortable pain in ear,
chunk_986ce51c-0432-4188-bd6f-665a80f3cabf,B09QL3NQHX,89dd3438-4b4f-4148-91a6-78784e9a9d7f,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...🪶 Comfortable & Lightweight: Perfect for all-day wear without any discomfort....""",Comfortable,
chunk_ed3786e2-246b-4e9f-8c06-fa3481a4e1b0,B09QL3NQHX,50d02a4c-d30c-462a-b83a-daaa93af5857,customer_reviews.csv,aspect_summary,Charging ability,Mixed,"Customers have mixed experiences with the headphones' charging ability, with some reporting quick power-up and good performance, while others mention issues with the device not turning on and the battery stopping to work after a month of use.",,
chunk_9142dc76-73e2-4a3c-b8aa-cd6e179cdb15,B09QL3NQHX,50d02a4c-d30c-462a-b83a-daaa93af5857,customer_reviews.csv,review_snippet,Charging ability,Mixed,"""...And connective system is very slow """,connective system is very slow,
chunk_c1886bbc-277b-4114-97ef-c5a4662f5514,B09QL3NQHX,50d02a4c-d30c-462a-b83a-daaa93af5857,customer_reviews.csv,review_snippet,Charging ability,Mixed,"""...Upto date features Mic quality is decent for indoor use Charges quickly Handy control buttons...""",Charges quickly,
chunk_af2cdbc9-8cac-46c6-9b4d-7c9a3a1a9ddf,B09QL3NQHX,50d02a4c-d30c-462a-b83a-daaa93af5857,customer_reviews.csv,review_snippet,Charging ability,Mixed,"""...while connecting with my phone. Charging speed don't know yet . Yes,It is comfortable....""",Charging speed don't know yet,
chunk_ddc59a12-0e3f-48dc-9574-31de3fa71679,B09QL3NQHX,0c34a29d-1527-401a-abf6-602d55cca457,customer_reviews.csv,aspect_summary,Connectivity,Negative,"Customers report multiple connectivity issues with the headphones, including difficulty pairing with phones, automatic connection and disconnection, and problems with the right side connection.",,
chunk_40d12f0b-0bde-474a-bec0-1970bdde46d2,B09QL3NQHX,0c34a29d-1527-401a-abf6-602d55cca457,customer_reviews.csv,review_snippet,Connectivity,Negative,"""...phones, including different brands and models, but the headphones simply refuse to pair ....""",headphones simply refuse to pair,
chunk_56a6aaac-b079-418d-8237-04c34a93db2b,B09QL3NQHX,0c34a29d-1527-401a-abf6-602d55cca457,customer_reviews.csv,review_snippet,Connectivity,Negative,"""...tho its sound quality aint pretty bad, whats the point if it DOESNT get connected !!! It has not even touched a year before showing problems up.""",DOESNT get connected,
chunk_06cffe2a-3f65-44c4-87df-eb9d57f45359,B09QL3NQHX,0c34a29d-1527-401a-abf6-602d55cca457,customer_reviews.csv,review_snippet,Connectivity,Negative,"""...The dual pairing feature allows simultaneous connection to two devices , enhancing multitasking capabilities....""",dual pairing feature allows simultaneous connection to two devices,
chunk_d8f1cfe5-558a-4e9a-99c8-013f54e9c246,B07PR1CL3S,61cec0f8-cc48-4c50-bf7d-d621aee037d1,customer_reviews.csv,aspect_summary,Sound quality,Positive,"Customers praise the headphones' sound quality, noting good voice reproduction and effective noise cancellation, making them suitable for long listening sessions.",,
chunk_90ef451e-9e08-4bee-88e3-b2d61cc92218,B07PR1CL3S,61cec0f8-cc48-4c50-bf7d-d621aee037d1,customer_reviews.csv,review_snippet,Sound quality,Positive,"""...Rockerz 450 offers excellent value for its price, delivering robust sound quality , long battery life, and comfortable design. Pure Value For Money....""",robust sound quality,
chunk_effeb73b-1688-4477-89da-57d7dbb400bc,B07PR1CL3S,61cec0f8-cc48-4c50-bf7d-d621aee037d1,customer_reviews.csv,review_snippet,Sound quality,Positive,"""Easy connectivity good comfort 4 days battery life long lasting sound quality also good 3D sound quality lightweight. Value for money.""",lasting sound quality,
chunk_a41b9482-13ee-42f5-b564-0fb2c1d82643,B07PR1CL3S,61cec0f8-cc48-4c50-bf7d-d621aee037d1,customer_reviews.csv,review_snippet,Sound quality,Positive,"""...The bass is punchy and powerful , though sometimes it does drown out the mids and highs a bit....""",bass is punchy and powerful,
chunk_82020e51-27b1-49e7-9d21-dc500aed2f7e,B07PR1CL3S,e0b39b35-355a-422d-bed6-7529af5bfdc5,customer_reviews.csv,aspect_summary,Value for money,Positive,"Customers find these wireless headphones to be worth their price, with one customer specifically noting the good battery backup for the price segment.",,
chunk_b65d9843-680a-44d0-a078-1847c93c8b7c,B07PR1CL3S,e0b39b35-355a-422d-bed6-7529af5bfdc5,customer_reviews.csv,review_snippet,Value for money,Positive,"""...The boAt Rockerz 450 offers excellent value for its price , delivering robust sound quality, long battery life, and comfortable design....""",excellent value for its price,
chunk_1e8554c7-755c-4bbd-8b7f-0ec57745d8d1,B07PR1CL3S,e0b39b35-355a-422d-bed6-7529af5bfdc5,customer_reviews.csv,review_snippet,Value for money,Positive,"""... Value for money .""",Value for money,
chunk_456c5031-30f5-4b14-9623-630a42e25212,B07PR1CL3S,e0b39b35-355a-422d-bed6-7529af5bfdc5,customer_reviews.csv,review_snippet,Value for money,Positive,"""...budget-friendly based on boAt’s typical range these headphones offer great value ....""",offer great value,
chunk_e878f531-c978-4d6d-8815-e097f0b5a3bd,B07PR1CL3S,36150623-907d-4562-9404-9d175ef401e2,customer_reviews.csv,aspect_summary,Battery life,Positive,"Customers are satisfied with the headphones' battery life, describing it as outstanding and long-lasting.",,
chunk_fdb9e28e-51f2-40d9-b04a-161321a50b14,B07PR1CL3S,36150623-907d-4562-9404-9d175ef401e2,customer_reviews.csv,review_snippet,Battery life,Positive,"""...excellent value for its price, delivering robust sound quality, long battery life , and comfortable design. Pure Value For Money....""",long battery life,
chunk_b1152c48-321b-4f83-a8a4-c2b0cca0434f,B07PR1CL3S,36150623-907d-4562-9404-9d175ef401e2,customer_reviews.csv,review_snippet,Battery life,Positive,"""Easy connectivity good comfort 4 days battery life long lasting sound quality also good 3D sound quality lightweight. Value for money.""",long,
chunk_f779422f-4d15-4706-a46a-0512dd43fa34,B07PR1CL3S,36150623-907d-4562-9404-9d175ef401e2,customer_reviews.csv,review_snippet,Battery life,Positive,"""...The battery life is amazing — I’m easily getting 35+ hours on a single charge , which is perfect for long travel or work-from-home days....""",35+ hours on a single charge,
chunk_78fba20e-4379-4aeb-bc05-cb1b43873029,B07PR1CL3S,694e1641-ee1b-4239-9aeb-d74d25a7b1bf,customer_reviews.csv,aspect_summary,Design,Positive,"Customers appreciate the design of these headphones, noting their good looks and magnificent colors, with one customer highlighting the well-designed buttons.",,
chunk_decad4cd-3b5e-47b6-a73b-6476b3279349,B07PR1CL3S,694e1641-ee1b-4239-9aeb-d74d25a7b1bf,customer_reviews.csv,review_snippet,Design,Positive,"""...The padding on the ear cups and headband looks durable, and the sleek black finish gives it a stylish look...""",sleek black finish,
chunk_147e4b6a-db62-4a23-b473-cd0d56c0d215,B07PR1CL3S,694e1641-ee1b-4239-9aeb-d74d25a7b1bf,customer_reviews.csv,review_snippet,Design,Positive,""" Colour is very decent and its looks premium in the price range offered, fits well and good cushioning, the only thing I found a little awkward is...""",Colour is very decent,
chunk_1e50c540-0983-47b9-9c3e-d899621065c3,B07PR1CL3S,694e1641-ee1b-4239-9aeb-d74d25a7b1bf,customer_reviews.csv,review_snippet,Design,Positive,"""...With its impressive sound quality and sleek design , this headphone model from boAt proves to be a worthy contender in the wireless audio market....""",sleek design,
chunk_e5dec3bc-282e-4077-9841-57ac4d908c7f,B07PR1CL3S,9771a93e-10c6-4f48-bddf-5206ce32ac2d,customer_reviews.csv,aspect_summary,Build quality,Mixed,"Customers have mixed opinions about the build quality of these headphones, with some praising their construction while others report durability issues, including one customer whose headphones snapped in half within five months of use.",,
chunk_15ea9b61-b80b-44c7-bab8-3647e2b9c27d,B07PR1CL3S,9771a93e-10c6-4f48-bddf-5206ce32ac2d,customer_reviews.csv,review_snippet,Build quality,Mixed,"""Product Quality: The build is primarily plastic, it feels sturdy and durable , suitable for daily usage....""",durable,
chunk_e9a67bce-f42d-46b2-83b7-7740a128cc15,B07PR1CL3S,9771a93e-10c6-4f48-bddf-5206ce32ac2d,customer_reviews.csv,review_snippet,Build quality,Mixed,"""... good comfort 4 days battery life long lasting sound quality also good 3D sound quality lightweight. Value for money.""",good,
chunk_12679515-b88b-40dd-a1d9-eff74b6235a5,B07PR1CL3S,9771a93e-10c6-4f48-bddf-5206ce32ac2d,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...3. Build Quality - In a word - bad. See a pattern here? The headphones reflect their low price point, and are entirely made of cheap plastic....""",Build Quality,
chunk_e24cbb2e-7ef4-4acf-afe7-7c4202009d7a,B07PR1CL3S,d5eed59b-c531-42af-ae02-62d9b0ecb457,customer_reviews.csv,aspect_summary,Comfort,Mixed,"Customers have mixed opinions about the headphones' comfort, with some praising the plush ear cups and good cushioning, while others report that they hurt after 15-20 minutes of use.",,
chunk_afdda56a-de83-44b9-b02d-21205e50a6f1,B07PR1CL3S,d5eed59b-c531-42af-ae02-62d9b0ecb457,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...After removing these headphones, your ears will hurt for a long while , and you'll feel like never wearing these again....""",ears will hurt for a long while,
chunk_8e299a4f-790a-4adf-83fb-ba89cd61e7c0,B07PR1CL3S,d5eed59b-c531-42af-ae02-62d9b0ecb457,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...people who are 6feet, for me it's little uncomfortable the earcups are giving pain after some use of 15-20 min. The sound is good I say....""",earcups are giving pain,
chunk_7b6597b5-c38b-4a18-adb6-6f22ebc67af8,B07PR1CL3S,d5eed59b-c531-42af-ae02-62d9b0ecb457,customer_reviews.csv,review_snippet,Comfort,Mixed,"""...price, delivering robust sound quality, long battery life, and comfortable design . Pure Value For Money. ⚠️ Don't go through Negative comments""",comfortable design,
chunk_d2616ded-ec4f-48b1-b3a7-8a4152235873,B07PR1CL3S,8c828e6a-47f6-4a18-b2ea-2a560e53211c,customer_reviews.csv,aspect_summary,Functionality,Mixed,"Customers have mixed experiences with the headphones' functionality, with some finding them awesome in all aspects while others report that the product stops working properly or only functions for 40 minutes.",,
chunk_5ae77de5-968e-466d-9aac-ea362ccb2adc,B07PR1CL3S,8c828e6a-47f6-4a18-b2ea-2a560e53211c,customer_reviews.csv,review_snippet,Functionality,Mixed,"""...Connectivity : Good, I notice some spikes in dissconectivity atleast with my phone, I'll test with other devices and update. -...""",spikes in dissconectivity,
chunk_93461de2-ea24-4c8c-bb37-c84b3dba9d74,B07PR1CL3S,8c828e6a-47f6-4a18-b2ea-2a560e53211c,customer_reviews.csv,review_snippet,Functionality,Mixed,"""...Gaming: For casual gaming, the Rockerz 450 performs adequately (with aux connected) ....""",performs adequately,
chunk_01eabc81-963d-400b-af97-84a07ca65931,B07PR1CL3S,8c828e6a-47f6-4a18-b2ea-2a560e53211c,customer_reviews.csv,review_snippet,Functionality,Mixed,"""...But Today: 16 February 2025 left side of headphone stop working , warranty is over I don't know what to do with them now 🤷...""",left side of headphone stop working,
chunk_5435c8a0-c542-4703-8b73-04351486bc33,B07PR1CL3S,a032779c-c942-47c8-9dcd-4a735825e451,customer_reviews.csv,aspect_summary,Sturdiness,Negative,"Customers report multiple issues with the headphones' durability, noting that the right side breaks into pieces and the hinge fails within 4-5 months of use.",,
chunk_58395c4e-7209-4df7-b8c6-f6c231389024,B07PR1CL3S,a032779c-c942-47c8-9dcd-4a735825e451,customer_reviews.csv,review_snippet,Sturdiness,Negative,"""...This is from personal experience as it lasted only a year and half . It is a small headphone but can cover your ears effectively....""",lasted only a year and half,
chunk_6b610a7e-bfe2-4d6a-b6fb-349b5105a736,B07PR1CL3S,a032779c-c942-47c8-9dcd-4a735825e451,customer_reviews.csv,review_snippet,Sturdiness,Negative,""" lifespan of this headphone is not good , wears out within a year. But sound quality is good.""",lifespan of this headphone is not good,
chunk_7e2d8d75-1cdb-4b25-a986-8dcb33bb8422,B07PR1CL3S,a032779c-c942-47c8-9dcd-4a735825e451,customer_reviews.csv,review_snippet,Sturdiness,Negative,"""...Build quality : It's made of plastic, can get scratched easily I'd say. Doesn't feel too flimsy nor sturdy either. Be careful with it -...""",can get scratched easily,
chunk_41d10f2c-0dfd-4401-9303-febd112ca6a4,B09R24JBYV,db50172b-1f80-445b-9b80-49a348046216,customer_reviews.csv,aspect_summary,Design,Positive,"Customers appreciate the earphones' design, noting their premium appearance and color variety that adds aesthetic appeal.",,
chunk_d03adffc-a1c6-4c1d-b1a2-cadedd9c1b6a,B09R24JBYV,db50172b-1f80-445b-9b80-49a348046216,customer_reviews.csv,review_snippet,Design,Positive,"""...Overall this is a good product comes in vibrant colours ,you can use for daily.""",vibrant colours,
chunk_5172d244-24f4-47e0-89b8-4e8aa2995cea,B09R24JBYV,db50172b-1f80-445b-9b80-49a348046216,customer_reviews.csv,review_snippet,Design,Positive,"""...Zeb-Bro Wired Earphones come in a sleek design and are available in multiple color options , including Black, Blue, Green, Red, and White, allowing...""",available in multiple color options,
chunk_7d6189d3-1820-4e14-9221-28e9635e41c3,B09R24JBYV,db50172b-1f80-445b-9b80-49a348046216,customer_reviews.csv,review_snippet,Design,Positive,"""Sound quality good & awesome colour .""",awesome colour,
chunk_b4d3aaae-44c8-4464-9ce3-b106d9f62ee1,B09R24JBYV,b2cd89a0-a61f-4f8c-9640-fe9dc0d98d5f,customer_reviews.csv,aspect_summary,Build quality,Mixed,"Customers have mixed opinions about the build quality of these earphones, with some finding them good and reliable, while others report issues with flimsy wire quality and durability.",,
chunk_26f8e33f-83b8-492e-9212-566e2ad20bd2,B09R24JBYV,b2cd89a0-a61f-4f8c-9640-fe9dc0d98d5f,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...The build quality , however, felt flimsy right out of the box, especially the cable and the jack, which may have contributed to the quick...""",build quality,
chunk_2f4fb88d-9450-4f5d-88e8-53f1d2e92447,B09R24JBYV,b2cd89a0-a61f-4f8c-9640-fe9dc0d98d5f,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...a good experience..sound is overall good, but when it's comes to long life it lacks .....""",long life it lacks,
chunk_95c0f675-9fb2-46a7-bc56-dd73ea358be1,B09R24JBYV,b2cd89a0-a61f-4f8c-9640-fe9dc0d98d5f,customer_reviews.csv,review_snippet,Build quality,Mixed,"""...They fit comfortably in the ears and don’t fall off easily. The wire feels strong and tangle-free. For the price, it's a really good deal....""",wire feels strong,
chunk_8d91c87a-d452-47ab-8a53-5bc9e06f32ab,B09R24JBYV,bb9664df-8eb4-4cf8-bb20-9f1b8f13e027,customer_reviews.csv,aspect_summary,Sound quality,Mixed,"Customers have mixed opinions about the headphones' sound quality, with some finding it good and decent for the price, while others report issues with low voice and lack of bass boost.",,
chunk_432d19c4-1829-408e-92a6-ac1d64abd175,B09R24JBYV,bb9664df-8eb4-4cf8-bb20-9f1b8f13e027,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...Pros: Affordable price Basic sound quality while it worked Cons:...""",Basic sound quality,
chunk_d8530e9a-254f-4ce5-9a03-273606ac4707,B09R24JBYV,bb9664df-8eb4-4cf8-bb20-9f1b8f13e027,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...does not work after 6 days that is why I have to return it sound quality below average and wire also average""",sound quality below average,
chunk_a88945f3-adfa-4443-ad6b-7e20b77000d8,B09R24JBYV,bb9664df-8eb4-4cf8-bb20-9f1b8f13e027,customer_reviews.csv,review_snippet,Sound quality,Mixed,"""...good wired earphones and really gives a good experience.. sound is overall good , but when it's comes to long life it lacks.....""",sound is overall good,
chunk_ebc937d3-ad9b-4c56-8dba-07e70bec2b08,B09R24JBYV,2e709529-cba4-41be-bd0a-2760b0e22a10,customer_reviews.csv,aspect_summary,Value for money,Mixed,"Customers have mixed opinions about the headphones' value for money, with some finding them good value while others consider them cheap and not worth the price.",,
chunk_589f3b1d-856c-4838-9611-f89e6f0b20a7,B09R24JBYV,2e709529-cba4-41be-bd0a-2760b0e22a10,customer_reviews.csv,review_snippet,Value for money,Mixed,"""...Pros: Affordable price Basic sound quality while it worked Cons:...""",Affordable price,
chunk_23e72bbd-ffd2-46b6-a707-6ba56536e650,B09R24JBYV,2e709529-cba4-41be-bd0a-2760b0e22a10,customer_reviews.csv,review_snippet,Value for money,Mixed,""" Worth the price .. It is good for casual music. Clear vocals with decent bass. But if you want it for regular calls then go for other brands....""",Worth the price,
chunk_633d79af-fded-4ff1-bc20-602ba169933b,B09R24JBYV,2e709529-cba4-41be-bd0a-2760b0e22a10,customer_reviews.csv,review_snippet,Value for money,Mixed,""" Not worthable """,Not worthable,
chunk_9aee5d26-8700-427d-abd0-9030ea8104eb,B09R24JBYV,7ff9325f-9e4e-4a85-af1b-fc2ac7d4cc17,customer_reviews.csv,aspect_summary,Fit,Mixed,"Customers have mixed opinions about the headphones' fit, with some finding them very comfortable in the ear while others report discomfort and pain.",,
chunk_213fa822-c0fe-453d-9448-224ab011e362,B09R24JBYV,7ff9325f-9e4e-4a85-af1b-fc2ac7d4cc17,customer_reviews.csv,review_snippet,Fit,Mixed,"""...They fit comfortably in the ears and don’t fall off easily. The wire feels strong and tangle-free. For the price, it's a really good deal....""",fit comfortably in the ears,
chunk_f9fce277-8733-42a4-b377-d942404efcd8,B09R24JBYV,7ff9325f-9e4e-4a85-af1b-fc2ac7d4cc17,customer_reviews.csv,review_snippet,Fit,Mixed,""" Not fit very bad quality and does not work after 6 days that is why I have to return it sound quality below average and wire also average""",Not fit very bad quality,
chunk_c847fa4b-20d2-435e-a8f8-863e457e2a18,B09R24JBYV,7ff9325f-9e4e-4a85-af1b-fc2ac7d4cc17,customer_reviews.csv,review_snippet,Fit,Mixed,"""...] This product is above average the packaging of it good size of earpiece good perfectly fitting, functionality is working,wire quality also good,...""",good size of earpiece,
chunk_0e90da91-e3c8-4e36-bfb9-b70e45b05f0c,B09R24JBYV,53c50c46-2679-4550-9291-11cfb869ee01,customer_reviews.csv,aspect_summary,Mic quality,Mixed,"Customers have mixed opinions about the headphones' microphone quality, with some finding it good and clear, while others report it is not good.",,
chunk_a728132b-7841-4298-a00a-0efde943fefd,B09R24JBYV,53c50c46-2679-4550-9291-11cfb869ee01,customer_reviews.csv,review_snippet,Mic quality,Mixed,""" Faced issue with mic .. otherwise its an okay product under this budget..""",Faced issue with mic,
chunk_7fe73969-ed72-48bc-a890-4dd9e25d3544,B09R24JBYV,53c50c46-2679-4550-9291-11cfb869ee01,customer_reviews.csv,review_snippet,Mic quality,Mixed,"""...The sound quality is clear with good bass, and the mic works well for calls . They fit comfortably in the ears and don’t fall off easily....""",mic works well for calls,
chunk_db51436d-f99d-41ad-b2cd-b2945adc8339,B09R24JBYV,53c50c46-2679-4550-9291-11cfb869ee01,customer_reviews.csv,review_snippet,Mic quality,Mixed,"""...4 stars only because mic is little bit weak . While calling, have to hold it close to mouth so my voice can be heard clearly....""",mic is little bit weak,
chunk_6dc672ff-c845-4677-aed6-b5df8ac77456,B09R24JBYV,ebee9bd4-6510-469a-bca7-439ccc74e314,customer_reviews.csv,aspect_summary,Functionality,Negative,"Customers report significant issues with the headphones' functionality, with multiple customers noting that the right and left sides stop working and the microphone doesn't function at all.",,
chunk_8d92f146-5d2e-4e64-91b8-126dcb16e183,B09R24JBYV,ebee9bd4-6510-469a-bca7-439ccc74e314,customer_reviews.csv,review_snippet,Functionality,Negative,"""...The earphones stopped working just three days after purchase, with one side cutting out first and then total audio failure shortly after....""",earphones stopped working,
chunk_0f52d91a-34b5-4152-8cc2-dec6af9e71d7,B09R24JBYV,ebee9bd4-6510-469a-bca7-439ccc74e314,customer_reviews.csv,review_snippet,Functionality,Negative,"""Sound quality is good! But stopped working in 6 months ...just 2 days after the warranty period""",stopped working in 6 months,
chunk_5d7352f6-be12-4794-bfd8-0808dc69dd3b,B09R24JBYV,ebee9bd4-6510-469a-bca7-439ccc74e314,customer_reviews.csv,review_snippet,Functionality,Negative,"""Not fit very bad quality and does not work after 6 days that is why I have to return it sound quality below average and wire also average""",does not work after 6 days,
chunk_e6561cf4-cfff-444d-bc30-0ba4f83266cc,B09R24JBYV,3b9d82ec-d865-48ef-927f-9830947c3232,customer_reviews.csv,aspect_summary,Ear damage,Negative,"Customers report multiple issues with the earphones' durability, noting that the earpieces tear apart, the headphone jack breaks off, and the mic gets damaged.",,
chunk_9f1a6745-ce09-4a80-84e7-ed447776bd1b,B09R24JBYV,3b9d82ec-d865-48ef-927f-9830947c3232,customer_reviews.csv,review_snippet,Ear damage,Negative,"""...The wire easily gets tampered. It already has a few dents even after I've handled it with good care. Sometimes it doesn't work properly....""",already has a few dents,
chunk_bd537ef8-bce9-4b7c-9ca5-b00da83fd896,B09R24JBYV,3b9d82ec-d865-48ef-927f-9830947c3232,customer_reviews.csv,review_snippet,Ear damage,Negative,"""Build is very cheap, wire is already bend near the mic . Sound is okay for the value. But Zebronics should improve the build quality....""",wire is already bend,
chunk_d84570ce-ea9e-407a-af79-bc04c385c62d,B09R24JBYV,3b9d82ec-d865-48ef-927f-9830947c3232,customer_reviews.csv,review_snippet,Ear damage,Negative,"""The pin was defective and sound quality need better, But overall ok""",pin was defective,
